1.05121481662542E+017	negative	I forgot how sad the first episode of the 5th season of Dexter is. #depressing #dexter #darkpassenger
1.03641916587E+017	neutral	(OFF TOPIC) - there is only 3 episodes on the first disk of #Dexter. Please hurry, @netflix with the 2nd #fitblog
1.00544750414864E+017	neutral	@iheardavoicesay is finally catching up to me with #Dexter. I'm only up to season 4, but he has almost finished season 2 today @ home, ill.
1.01769300683141E+017	neutral	Let's see if I can wrap up season three of #Dexter tonight: only 1 more episode to go till the season finale. Roll on series four please!
1.03277622636716E+017	positive	#3words "Tonight's the night" #dexter @SHO_Dexter
1.06222697310208E+017	positive	#ICanHonestlySay #Dexter is such a good show, I may order Showtime just because of it.
1.04653618153669E+017	positive	@dazzlindez @hotspur18 Don't feel obliged to discuss #Dexter tonight. Living it large in Brighton so please use direct messages....
1.02976668825698E+017	positive	@hughhefner Make sure you & the girls watch seasons 1-5 of #Dexter, before season 6 premieres Oct 2.  Seasons 1 & 4 are the best!
1.05076027692302E+017	positive	Addicted to #Dexter... what's new. Almost done with season 5 and I just got it on Thursday!
1.03535459300413E+017	positive	Beer and chicken night! Watching #Dexter till the working hours (11.59pm - 8 am) Maybe we should reserve the nickname "dexter"? Might be fun
1.00018263337079E+017	positive	Enjoying a night of #Dexter with @DomoniqueP07 :)
1.07551816442585E+017	positive	Finally starting the 5th season of #Dexter.  See ya later, weekend!
1.07641819298406E+017	positive	Fuck everyone else #dexter is my friend tonight. Bring it season 4
1.07355493328101E+017	positive	Yeah boiii #entourage tonight, so pissed that there's only 3 epsdes until it ends. Oh well on the up side #dexter season 6 starts soon...ish
2.6348486207642E+017	neutral	@roslyngjones I'm going Tuesday to the house of blues to see A$AP Rocky
2.64029423173521E+017	neutral	Whoever's going to A$AP Rocky wit me on the 8th better buy their tickets like today. I think imma get mine soon
2.63150115269779E+017	neutral	"@Rican_Amor: Who wants to go to a A$AP Rocky concert with me on the 14th or 15th ?!?!?" you don't have a choice on who you taking we going!
2.64106557392974E+017	positive	@funfunfunfest is coming up this weekend!! We're super excited! Playing the Blue Stage on Sat night right before A$AP Rocky!
2.63048213001535E+017	positive	AHHH! My mom said yes for me to go the A$AP Rocky concert!! Nov 8th we out! #EXCITED
2.63069843765469E+017	positive	May I ask what's so cool about A$ap Rocky?
1.05709609825747E+017	negative	Merril Hoge is stupid. I'm sick of hearing what Tebow can't do. He may not be a #1 right now but it took Aaron Rodgers 3 yrs to start
1.00047175236583E+017	neutral	Aaron Rodgers jersey battery room, under the windmill. Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale,
1.00000950005146E+017	neutral	And on the very first play of the night, Aaron Rodgers is INT'd by UDFA CB Brandian Ross, who returns it for a pick-six touchdown.
1.04742390924972E+017	neutral	Da way aaron rodgers lookin greenbay may take it again
1.0075604032016E+017	neutral	RT @Jim_Alexander: For those just tuning in, #Chargers have linked those two games as pkg. To see Aaron Rodgers Nov 6, you gotta buy tix ...
1.06260169549283E+017	positive	@olbagofdonuts Sensationalism at its finest. Next thing you know we'll be hearing that Graham Harrell may take Aaron Rodgers' spot. SMH.
1.01134998102487E+017	positive	All you need is Ryan Leaf and you got a show. RT @jimrome: Aaron Rodgers, Kurt Warner and Kyle Kendrick are all in The Jungle tomorrow.
1.02115800701338E+017	positive	I saw a photo of Aaron Rodgers with some awesome scruff going on today. Did I mention he was at the White House today? IZ COOL.
1.06146612077793E+017	positive	So far I have drafted Aaron Rodgers at #9 overall, and then at #16 in the 2nd round, Matt Forte. Not bad.
1.04320830338642E+017	positive	The score may have been 38-26, but Aaron Rodgers kept right up statistically with Favre. Damn. #skolvikings
2.62572871996543E+017	neutral	Kainis! Bukas na pala first day ng Secret Love (Sungkyunkwan Scandal) sa ABS-CBN. Eh may pasok kami bukas. Diaje naman oh!
2.62488876524921E+017	neutral	Mark the dates: Miss Earth 2012 coronation night Nov 24, Sat, LIVE on Starworld, 8PM. Free-TV broadcast on Sun, Nov 25, 10AM on ABS-CBN.
2.63092466788487E+017	neutral	sungkyunkwan scandal on ABS-CBN.. i just finished the series yesterday..:))))) i may sound like a spoiler now &lt;evil laugh&gt;
2.62389438074728E+017	positive	At noon today, you'll know why #YouCount tune in to ABS-CBN to see the 1st #TVC of the Biggest &amp; d' Brightest #BPO Employer in PH #CONVERGYS
2.62064776883085E+017	positive	NOVEMBER SUPER TOUR: Nov 10-11: Rockwell Ten; Nov 9, 16, 23: ABS-CBN Friday Market. Meet Super Tuyo and Friends! See you! :-)
2.62851655312228E+017	positive	thank you ABS-CBN and BCWMH for the fantastic episode today. Tomorrow again. I can't wait to... http://t.co/ve5Brqh1
2.64250857401504E+017	neutral	ARRIVAL of ship: ARABIAN TAHR Port: ABU DHABI Time: Nov 2 2012 6:11AM (UTC) (Time of arrival/departure is the time the vessel app...
2.642440810462E+017	neutral	ARRIVAL of ship: MATAF PRIDE Port: ABU DHABI Time: Nov 2 2012 5:44AM (UTC) (Time of arrival/departure is the time the vessel appr...
2.64254250736046E+017	neutral	ARRIVAL of ship: NMS 202 Port: ABU DHABI Time: Nov 2 2012 6:21AM (UTC) (Time of arrival/departure is the time the vessel approach...
2.64074811251253E+017	neutral	ARRIVAL of ship: SHAM Port: ABU DHABI Time: Nov 1 2012 6:27PM (UTC) (Time of arrival/departure is the time the vessel approaches ...
2.64206129767276E+017	neutral	DEPARTURE of ship: AL DHAFRAH Port: ABU DHABI Time: Nov 2 2012 3:09AM (UTC) (Time of arrival/departure is the time the vessel app...
2.64228902195589E+017	neutral	DEPARTURE of ship: AMS 111 Port: ABU DHABI Time: Nov 2 2012 4:47AM (UTC) (Time of arrival/departure is the time the vessel approa...
2.64258285136409E+017	neutral	DEPARTURE of ship: ARABIAN ORYX Port: ABU DHABI Time: Nov 2 2012 6:41AM (UTC) (Time of arrival/departure is the time the vessel a...
2.64228911230112E+017	neutral	DEPARTURE of ship: JUMBO SPIRIT Port: ABU DHABI Time: Nov 2 2012 4:49AM (UTC) (Time of arrival/departure is the time the vessel a...
2.64217895452672E+017	neutral	DEPARTURE of ship: SHAM Port: ABU DHABI Time: Nov 2 2012 4:09AM (UTC) (Time of arrival/departure is the time the vessel approache...
2.64232597973E+017	neutral	DEPARTURE of ship: STANFORD PROVIDER Port: ABU DHABI Time: Nov 2 2012 5:03AM (UTC) (Time of arrival/departure is the time the ves...
2.62084640368624E+017	negative	@imjustanerd We may not win Academy Awards, but we will be the freaking People's Choice dammit!!!
2.62985621721739E+017	neutral	@GrantLawrence @CBCRadio3 I'm just suggesting it for the sake of completeness, a la Polaris's May 31st deadline &amp; Academy Awards' Dec. 31.
2.55379961223975E+017	neutral	Actors have the Academy Awards, Recording Artists have the Grammys, and now..DJ's have the GSA's!! - NOMINEES ANNOUNCED TOMORROW 10/9
2.53047415844782E+017	neutral	Seth McFarlane set to host the 85th Academy Awards in February. What do you think of that choice?
2.62981809053266E+017	neutral	The 1st Academy Awards ceremony, presented by the Academy of Motion Picture Arts and Sciences (AMPAS), honored... http://t.co/UWIF37QV
2.58221308767257E+017	neutral	The Clown has broken the record and become the 1st film to win 12 Brazilian Academy Awards yesterday. http://t.co/mbSGY3kt
2.58963620975759E+017	neutral	Today's answer: Stone has received 3 Academy Awards for his work on the films Midnight Express, Platoon, and Born on the Fourth of July.
2.64173733625885E+017	neutral	Would your company like to #sponsor the 3rd annual PNC Bank #NonProfit Academy Awards?  See attached for details. http://t.co/ebZFV0SR
2.59133354803339E+017	positive	The 1st Black woman to ever host the Academy Awards was=&gt;@WhoopiGoldberg! I want to be like her! #BlackHistoryMoment
2.6412489072511E+017	negative	Fuck SAT! ACT is where it's at! :D
2.64094586689954E+017	negative	Talking about ACT's &amp;&amp; SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.
2.64131501376041E+017	neutral	@CASS_TAR is addicted to ACT. She just took one on Saturday. And she just signed up for a third test.
2.64159409800872E+017	neutral	@Lo3o2 Oh iight I can dig it but how you going to act tomorrow night tho younging ?
2.63893912748425E+017	neutral	Also need to be at least accredated in ACT or REBT before the end of 4th yr.
2.64153529374097E+017	neutral	Finished signing up for the SAT and ACT
2.64093407897584E+017	neutral	oH MAN i thought the deadline for ACT was tomorrow I have until the 9th bless
2.63712379831992E+017	negative	@dannyislington nah I havnt knew about the Adidas deal! U like it? I'm undecided....   Where u watching game sat? I'm trying to get it off!
2.64075826377675E+017	neutral	@KingSwaGGyy yeaa im still lookin smh...may have to go to the adidas store. The asian dudes wear em 24/7.
2.64164023858262E+017	neutral	Bring the Adidas sock tomorrow @trytheV3AL
2.64124093958341E+017	neutral	i'll make my bid for the adidas predator tomorrow Godwilling...
2.63749640095146E+017	positive	@thewovenword ....is @ericwfoster going as that "Upwards Kid" that he played so well on Sunday night??!! ....with his prop/friend, "Adidas"?
2.64230311376863E+017	positive	Oh and P.S. big Adidas warehouse sale tomorrow if you're interested!
2.23577094762922E+017	neutral	@PartyMiami247: THE DONKEY SHOW OPENING TOMORROW at the ADRIENNE ARSHT CENTER @ArshtCenter GET YOUR TICKETS TODAY http://t.co/TztF8riS
2.57979710800273E+017	neutral	Friday, October 19th - Talib Kweli: Idle Warship with Res at the Adrienne Arsht Center!  http://t.co/LJ94Bofa
2.58275049075769E+017	neutral	Hip Hop Fans! #TALIBKWELI - IDLE WARSHIP WITH #RES this Fri  @ Adrienne Arsht Center for the Performing Arts http://t.co/ntou49hv
2.05784097694556E+017	neutral	I got tomorrow off!! Woooop!! (@ Adrienne Arsht Center for the Performing Arts) http://t.co/mzdD0SYo
2.55782672662671E+017	neutral	PHOTOS: Rock Of Ages kicks off the 7th Season at the Adrienne Arsht Center @arshtcenter http://t.co/btD3cATy
2.27552643818598E+017	neutral	The Disco Balls are being polished...are you ready!?! This Thursday Night! Join us at the Adrienne Arsht Center... http://t.co/ahrAVMu0
2.59651417738981E+017	neutral	uploading random pics! Lol this is me last Sunday at a show at the Adrienne Arsht Center! http://t.co/LeuEqikT
2.23819688239563E+017	positive	The Donkey Show - Friday the 13th is an exciting day for the Adrienne Arsht Center of the Performing Arts in... http://t.co/bBWutUD0
2.55259343589609E+017	negative	@verumserum Vandals in Oakland same as the night before in SF with Afghans grown in. http://t.co/hTOswj4n
2.48713116181991E+017	negative	Afghans protest against French cartoons, US film: Hundreds of Afghans on Thursday protested for the first time a... http://t.co/72mtIYlV
2.48788478475792E+017	negative	Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm... http://t.co/Eo6GLev6
2.49178391981474E+017	negative	Wicket, its getting worse for the Afghans, they have slipped to 22-4 after Karim Sadiq (5) was run out by Jos Buttler in the 6th over.
2.48915569829614E+017	neutral	Pakistan to talk counterterrorism with US, Afghans: Pakistan's foreign minister revealed Thursday that her country would soon hold co...
2.53560294452896E+017	neutral	Taken 2 comes out Friday and the Afghans will have it Saturday guaranteed
2.58983566808076E+017	positive	@Mikeisthestig Not in the Afghan halal meat shop but it may as well be with the amount of Afghans and halal meat in the house!!
2.61338179976696E+017	neutral	@bamberwove haha if it gets to serious you may wanna call the original ghost hunter... Bill Murray #ghostbusters
2.63283844860494E+017	neutral	Bill Murray: Yeah, on Monday I am off to meet Infinity Ward about the next game, Modern Warfare 4, Im doing work on the sequel to MW3
2.62384414623936E+017	neutral	C'mon Avila! You just got tagged out by a guy who looks like the kid Bill Murray was researching in The Royal Tenenbaums! #Tigers
2.632351965167E+017	neutral	Tom hanks and bill Murray may be the two people I would most like to meet. Well, them and Scarlett Johansen. Different reasons though...
2.6391769655767E+017	neutral	When "columbus" shoots Bill Murray in zombieland it may be one of the funniest things ever.
2.62283155715801E+017	positive	@lilyeliza1 Bruce Willis, Bill Murray and Ed Norton all in the same film. I may faint.
2.61864089171685E+017	positive	Just cus it's Friday here are 62 reasons why Bill Murray is awesome http://t.co/e78cx5hQ
2.50396367221055E+017	neutral	@dantencer Oct 17 it will be mostly dead but mostly dead is still a little bit alive!! (Billy Crystal the princess bride)
2.43913432015983E+017	neutral	@keltron76 Your helicopter may be wicked, but your Billy Crystal is gonna be the http://t.co/3YMIJe4C #going2Bgreat
2.53306921002607E+017	neutral	@mindykaling is it just me or does "Danny" seem a lot like Billy Crystal in the first 1/3rd of When Harry Met Sally?
2.5771043878615E+017	neutral	@thebrandbuilder @jowyang "See what I just did" sound s like you saw Billy Crystal in Mr. Saturday Night. Yes?
2.53417870481048E+017	neutral	Billy Crystal attends the special 25th Anniversary Screening of 'The Princess Bride' at the New York Festival http://t.co/5juFdoBK
2.3960340831787E+017	neutral	Meg Ryan: They don't make Sunday underpants.  Billy Crystal: Why? MR: Because of God. BC: *blank stare* #whenharrymetsally
2.54246440627487E+017	neutral	We got tickets for the Late Show with David Letterman which will air tonight!  Look for us in the 3rd row.  Billy Crystal is the guest.
2.61256251416117E+017	positive	Love Billy Crystal introducing the 1st game of the World Series.
2.55833579299414E+017	negative	@IvanCarterCSN billy cundiff. His missed FG at the end of the 2nd quarter changed the game. He'll never play again
2.55774409573413E+017	negative	"No you may not kick it."  -Tribe Called Quest answering a text from Billy Cundiff
2.55758962312487E+017	neutral	@bacana1 MT@wingoz: The Baltimore Sun reporting that the Redskins have just Cundiff-ed Billy Cundiff"
2.5598311412652E+017	neutral	If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
2.56605494481936E+017	neutral	Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.
2.56237809147445E+017	neutral	The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry
2.55732290246816E+017	positive	Billy Cundiff may be leaving Washington.  Hopefully he won't miss the door on the way out.
2.58380233827303E+017	positive	This President talking about growing the economy is like Billy Cundiff explaining to someone how to make a field goal in the 4th quarter.
2.31779680938766E+017	neutral	@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina, Emi, and Misa.
2.20700712261259E+017	neutral	According to the radio, Rihanna's Birthday Cake is the official 4th of July anthem. Sounds about right.
2.51796938016575E+017	positive	@Pikeyessex just in case you haven't had enough we have plenty of Birthday Cake ready for you tomorrow!
2.60485400345326E+017	positive	I still want that Birthday Cake remix that I wanted on Saturday...
2.47522166663418E+017	positive	The Girl with the Birthday Cake on her in the "Birthday Song" video.. Can somebody bring her to my house Thursday?
2.21050208165958E+017	positive	These lil girls singing "Birthday Cake" .....girl it was yo 10th birthday the other day smh lol
2.32642085491188E+017	positive	"Birthday Cake" is gonna be the song leading us into 4th quarter, count it.
2.62628723663192E+017	negative	@Becker_Boris It's almost 2 am in BKK but I can't sleep after the game. It isn't the 1st time we lost cuz of ref.
2.63589560934625E+017	neutral	@RambleAndWander @xavieremir since ET went via BKK and has 5th freedom rights (which can load/unload pax), it's a indirect flight.
2.6357457495067E+017	neutral	@dubonew  Plz,Transfer money in TOMORROW!!. Because we want to success before SM Town in BKK.we have a big project for minseok ^^
2.6352525641164E+017	neutral	@wayne_hay will you be in Myanmar on Saturday? I work with Tom at Spark PR in BKK. We have an event on Saturday in Yangon with Visa
2.63144921228263E+017	neutral	last push! last day of training before the break! then i'm off to BKK on thursday!!
2.62773238592053E+017	positive	@MissPawee yes, it's doable. I was at BKK from march 1-4 at night then flew to europe on march 5 in the morning.
2.64233217870156E+017	positive	@kapoorkkunal Looking fwd to watching it sometime soon in BKK. :-) have a super friday and weekend ahead! Lotsa love :D
2.63742390882431E+017	positive	THANKS TO THOSE WHO CAME DOWN TODAY!! Thanks for the love tonight!! BKK bound now!! See ya party people next wednesday!! #TGIW &lt;3 GHETTO :)
2.52113617854546E+017	neutral	50 bucks to see Dethklok, Machine Head, All That Remains, and The Black Dahlia Murder. I may just have to go see this show with or witho ...
2.53037392292876E+017	neutral	Bloodbeast returns to the stage with Killatoria and new act Predomination. Join them this Friday at Black Dahlia.... http://t.co/nZb6hCmH
2.53717454252028E+017	neutral	Come check out @shoutheyband at the black dahlia on saturday night! It's going to be a party!
2.56465357336895E+017	neutral	OK, who's going to Dethklok, Black Dahlia Murder and All That Remains in Oakland Nov 26? http://t.co/fRDYgdWQ
2.63876241046774E+017	neutral	Polar Dust is hitting Black Dahlia in Boksburg on the 10th of November. Click here for event details: http://t.co/9de40jL4
2.52727217841398E+017	positive	@AcousticCrowds DM me your number and I'll send you a pic of the dress I'm wearing Wednesday. It's perfect for being the Black Dahlia.&lt;3
2.60961069923721E+017	positive	@ashhellaflush haha Black Dahlia was my favorite song by them too!! I miss you too. Are you still going to miss may I?? :)
2.5306560773659E+017	positive	@brittanymariep dethklok is having a tour:) they're coming to Chattanooga Dec 6 with Machine head. Black Dahlia Murder and ATR. I'm going :)
2.4521165800226E+017	neutral	@Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB!
2.49820498089873E+017	neutral	@_justkel so excited about Cannibal Corpse, I've seen Devildriver twice but this'll be my 1st time for Corpse. oh and BLACK DAHLIA MURDER!
2.46458814767981E+017	neutral	Dethklok, All That Remains, Machine Head, and The Black Dahlia Murder at Stage AE November 8th..HIGHLY considering going to that.#heavymetal
2.4520733776846E+017	neutral	Q98 Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT... http://t.co/OpzJoZzP
2.46632687710904E+017	neutral	So In Flames is coming back in December with Lamb of God, then a couple days later, Dethklok is coming with Black Dahlia Murder #stoked
2.22971666609873E+017	positive	@FuckAria I can wear a Black Dahlia Murder shirt one day, and a sun dress the next xD
2.45245023883514E+017	positive	Dethklok, All That Remains, and Black Dahlia Murder in November? I can dig it!
2.62344808381694E+017	neutral	Alternative news: Black Triangle Sighting in Tucson, Arizona on October 20th 2012 - Red circle with triangle cut... http://t.co/17nxAARp
2.63326353594663E+017	neutral	Black Triangle Sighting in Oranjestad,  on October 11th 2012 - black triangle ufo with resemblance of a stealth ... http://t.co/xE7uSjBc
2.61697954472161E+017	neutral	Black Triangle Sighting in Perryton, Texas on October 20th 2012 - Black object that obscured the sky and stars: ... http://t.co/Vgg6mDbs
2.63326357633778E+017	neutral	UFO Sighting: Black Triangle Sighting in Oranjestad,  on October 11th 2012 - black triangle ufo with resemblance... http://t.co/pwba09f5
2.61693801532379E+017	neutral	UFO Sighting: Black Triangle Sighting in Perryton, Texas on August 11th 2012 - Dark triangle shape across the sk... http://t.co/SRtIs128
2.61697956787401E+017	neutral	UFO Sighting: Black Triangle Sighting in Perryton, Texas on October 20th 2012 - Black object that obscured the s... http://t.co/BSoMVMSR
2.62520401773593E+017	neutral	Yes, it is us: " Black Triangle Sighting in Plainfield, Illinois on January 4th 2000 - Large triangle ... http://t.co/gNrCFo6o " #aliens
2.62806394321904E+017	neutral	Yes, it is us: " Black Triangle Sighting in Pompano Beach, Florida on October 28th 2012 - basically it... http://t.co/W6uCvtlp " #aliens
2.61944802126483E+017	positive	Yes, it is us: " Black Triangle Sighting in Olmsted Falls, Ohio on October 12th 2012 - Triangular sape... http://t.co/p7dDl5yp " #aliens
1.0900105968237E+017	negative	@BarackObama don't do it!  He won't respect you!  RT @thehill: Boehner asks Obama to move speech to Thursday http://ow.ly/6i345
1.0901674417732E+017	negative	Boehner tells Obama that sorry, the House is all booked up for Sept 7, maybe you can come another day... http://j.mp/qaXCPV
1.09002622928822E+017	negative	Boehner wants president to change speech to Thurs instead of going against #GOP2012 debate. What? Same time as Packers-Saints #NFL opener?!?
1.06071742820266E+017	negative	DAMN, Someone saved HOLDER from the Earthquake! technically dont know why w/Biden out & Obama always out Boehner is 3rd in line!
1.09001223956464E+017	negative	The GOP's greatest crime? @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/aS8DBGS
1.00668742882705E+017	neutral	@PsychoSix-Smoker Beohner "got 98% of what he wanted."  Fact: Dow down 634 today and Boehner OWNS every point. #p2 #fok #maddow #teaparty
1.08577537071911E+017	neutral	@samyoungman Boehner sent a letter? @jamiedupree tweeted yesterday about one from Cantor.
1.09000977264296E+017	neutral	Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/kBX7PRr
1.09002088780005E+017	neutral	Boehner rejects 7th, invites Obama on 8th, NFL opening night. So Obama just has to speak @ WH on 7th to "save" football coverage? #doitnow
1.09002569942176E+017	neutral	If he truly loves his party, Boehner should be doing all he can to schedule Obama's address on the same night as the GOP debate.
1.01028289136697E+017	neutral	RT @JoshDorner: RT @ThinkProgress These golf balls with Pelosi's face on them allegedly distributed at Boehner fundraiser today. http:// ...
1.09001043232305E+017	neutral	RT @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/kBX7PRr
1.00880109921239E+017	positive	@sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a)
1.04032618705715E+017	positive	Hide in country clubs all U want Boehner! ReverseRobocall.com launching soon & I'm one of 1st in line! Join me. #launch http://t.co/6Qpx3X4
1.08126574271926E+017	neutral	Boise State may make Brandon Boykin's day. http://t.co/yBVsBqr /via @wordpressdotcom #uga #dawgs #boise #georgia #bulldogs
1.08156619417846E+017	neutral	Morning paper: Georgia gets ready for the big opener it 'needed.' Boise State looks for a kicker. The Bangles. http://t.co/g0scXUL
1.08262556258402E+017	neutral	RT @Drofdarb23: Damn. Who becomes the 3rd back, Ajayi?  RT @IDS_BroncoBeat Boise State RB malcolm Johnson tore ACL in practice yesterday.
1.08200013364085E+017	neutral	RT @MikeABarber: "We called Boise State & tried to get them to schedule North Carolina on Monday night. They didn't do it" Mickey Matthe ...
1.01755634101404E+017	neutral	RT @MollySportsTV: Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State ...
1.02191503388054E+017	positive	Girl singing the national anthem tonight is a Boise State student. I gave her a "Go Ducks" before she went out. Didn't seem to faze her.
1.08200058473812E+017	positive	I love you all so much. Come join us on Saturday evening for the UGA v. Boise State game. Game is at 8pm, but we... http://t.co/eF9iQB8
1.06782817962312E+017	positive	In an ideal world Oregon and Boise State will win Sept 3rd and give power to the PAC NW! #GoDucks
1.07960153126617E+017	positive	The other night I had a dream UGA beat Boise State. Let's hope it comes true
1.0453090840884E+017	negative	@Ed001andonly same way as in Bolton are being stubborn and not talking or demanding a stupid fee ? Are you expecting Jim to sign today ?
1.0447039872435E+017	negative	@m11kte Won't see me :( I'm off to Bolton later today for the weekend. Typical timing as ever!
1.04246220180042E+017	negative	I wish I was in Bolton tonight :(
1.01934779318018E+017	neutral	@1074towerfm Pls RT Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM #BSBP
1.01934137597903E+017	neutral	@TheBoltonNews Pls RT - Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM
1.01935066871104E+017	neutral	Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM Please RT xx #BSBP
1.04486912525468E+017	neutral	Paddy McGuinness on This Morning, continuing to show the old stereotype that broadcasters from Bolton have to shout all the time.
1.04141083889508E+017	positive	At Bolton 6th form college... A Level celebrations for tonight include watching a DVD and staying in with the dog + a bottle of vodka #wild
1.05044210943656E+017	positive	I reckon the match between Bolton and Man City should be good tomorrow! #footballseason
